ver 1.0

*,type=LAYOUT_0000,tame_dragon_01,face,ki,navi_chara_bf2_tame02_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01,face,do,navi_chara_bf2_tame02_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01,face,ai,navi_chara_bf2_tame02_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01,face,bi,navi_chara_bf2_tame02_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01,face,ku,navi_chara_bf2_tame02_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01,offset,manpu_1,0,120,20,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01,offset,manpu_1_re,0,300,20,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,origin,origin,0,185,-40,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,type,lage,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,type,middle,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,face,fu,navi_chara_bf2_tame02_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,face,ki,navi_chara_bf2_tame02_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,face,do,navi_chara_bf2_tame02_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,face,ai,navi_chara_bf2_tame02_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,face,bi,navi_chara_bf2_tame02_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,face,ku,navi_chara_bf2_tame02_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame2_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,offset,manpu_1,0,120,20,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_01_b,offset,manpu_1_re,0,300,20,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,origin,origin,0,250,560,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,type,lage,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,type,middle,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,face,fu,navi_chara_bf2_tame03_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,face,ki,navi_chara_bf2_tame03_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,face,do,navi_chara_bf2_tame03_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,face,ai,navi_chara_bf2_tame03_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,face,bi,navi_chara_bf2_tame03_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,face,ku,navi_chara_bf2_tame03_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,body1,body1_1,navi_chara_bf2_tame03.png,0,234,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,offset,manpu_1,0,25,60,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02,offset,manpu_1_re,0,230,60,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,origin,origin,0,145,-70,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,type,lage,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,type,middle,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,face,fu,navi_chara_bf2_tame03_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,face,ki,navi_chara_bf2_tame03_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,face,do,navi_chara_bf2_tame03_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,face,ai,navi_chara_bf2_tame03_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,face,bi,navi_chara_bf2_tame03_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,face,ku,navi_chara_bf2_tame03_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame03_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,body1,body1_1,navi_chara_bf2_tame03.png,0,234,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,offset,manpu_1,0,25,60,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_02_b,offset,manpu_1_re,0,230,60,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,origin,origin,0,380,1100,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,type,lage,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,type,middle,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,face,fu,navi_chara_bf2_tame04_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,face,ki,navi_chara_bf2_tame04_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,face,do,navi_chara_bf2_tame04_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,face,ai,navi_chara_bf2_tame04_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,face,bi,navi_chara_bf2_tame04_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,face,ku,navi_chara_bf2_tame04_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,body1,body1_1,navi_chara_bf2_tame04.png,0,256,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,offset,manpu_1,0,265,105,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02,offset,manpu_1_re,0,450,105,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,origin,origin,0,350,27,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,type,lage,0,0.9,477,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,type,middle,0,0.8,527,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,face,fu,navi_chara_bf2_tame04_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,face,ki,navi_chara_bf2_tame04_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,face,do,navi_chara_bf2_tame04_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,face,ai,navi_chara_bf2_tame04_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,face,bi,navi_chara_bf2_tame04_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,face,ku,navi_chara_bf2_tame04_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame04_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,body1,body1_1,navi_chara_bf2_tame04.png,0,256,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,offset,manpu_1,0,265,105,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_02_b,offset,manpu_1_re,0,450,105,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,origin,origin,0,220,760,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,type,lage,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,type,middle,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,face,fu,navi_chara_bf2_tame06_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,face,ki,navi_chara_bf2_tame06_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,face,do,navi_chara_bf2_tame06_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,face,ai,navi_chara_bf2_tame06_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,face,bi,navi_chara_bf2_tame06_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,face,ku,navi_chara_bf2_tame06_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,body1,body1_1,navi_chara_bf2_tame06.png,0,432,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,offset,manpu_1,0,35,220,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03,offset,manpu_1_re,0,280,220,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,origin,origin,0,155,36,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,type,lage,0,0.9,486,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,type,middle,0,0.8,536,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,face,fu,navi_chara_bf2_tame06_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,face,ki,navi_chara_bf2_tame06_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,face,do,navi_chara_bf2_tame06_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,face,ai,navi_chara_bf2_tame06_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,face,bi,navi_chara_bf2_tame06_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,face,ku,navi_chara_bf2_tame06_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame06_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,body1,body1_1,navi_chara_bf2_tame06.png,0,432,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,offset,manpu_1,0,35,220,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_wolf_03_b,offset,manpu_1_re,0,280,220,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,origin,origin,0,420,1280,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,type,lage,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,type,middle,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,face,fu,navi_chara_bf2_tame05_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,face,ki,navi_chara_bf2_tame05_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,face,do,navi_chara_bf2_tame05_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,face,ai,navi_chara_bf2_tame05_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,face,bi,navi_chara_bf2_tame05_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,face,ku,navi_chara_bf2_tame05_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,body1,body1_1,navi_chara_bf2_tame05.png,0,428,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,offset,manpu_1,0,110,245,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03,offset,manpu_1_re,0,315,245,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,origin,origin,0,220,110,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,type,lage,0,0.9,560,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,type,middle,0,0.8,610,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,face,fu,navi_chara_bf2_tame05_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,face,ki,navi_chara_bf2_tame05_1.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_1.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,face,do,navi_chara_bf2_tame05_2.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_2.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,face,ai,navi_chara_bf2_tame05_3.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_3.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,face,bi,navi_chara_bf2_tame05_4.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_4.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,face,ku,navi_chara_bf2_tame05_5.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame05_5.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,body1,body1_1,navi_chara_bf2_tame05.png,0,428,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,offset,manpu_1,0,110,245,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_dragon_03_b,offset,manpu_1_re,0,315,245,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04,origin,origin,0,454,1458,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04,type,lage,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04,type,middle,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04,face,fu,navi_chara_bf2_tame07_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame07_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04,offset,manpu_1,0,350,220,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04,offset,manpu_1_re,0,550,220,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04_b,origin,origin,0,454,170,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04_b,type,lage,0,0.9,620,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04_b,type,middle,0,0.8,670,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04_b,face,fu,navi_chara_bf2_tame07_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame07_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04_b,offset,manpu_1,0,340,220,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_04_b,offset,manpu_1_re,0,550,220,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05,origin,origin,0,230,818,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05,type,lage,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05,type,middle,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05,face,fu,navi_chara_bf2_tame08_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame08_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05,offset,manpu_1,0,90,125,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05,offset,manpu_1_re,0,305,125,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05_b,origin,origin,0,220,-80,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05_b,type,lage,0,0.9,370,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05_b,type,middle,0,0.8,420,0,0,0,0,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05_b,face,fu,navi_chara_bf2_tame08_0.png,0,0,-1,-1,-1,-1,thum_navi_chara_bf2_tame08_0.png,-1,-1,-1,-1,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05_b,offset,manpu_1,0,90,125,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_05_b,offset,manpu_1_re,0,305,125,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_06,origin,origin,0,663,1440,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#
*,type=LAYOUT_0000,tame_partner_06,type,lage,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,#
