ver 1.0

*,type=PRMTBL_0000,$BTLPOS_Monitor_Left,P$160&420,#
*,type=PRMTBL_0000,$BTLPOS_Monitor_Right,P$480&420,#
*,type=PRMTBL_0000,$Monitor_Y,350,#
*,type=PRMTBL_0000,$Monitor_Y_Large,320,#
*,type=PRMTBL_0000,$Monitor_Y_under,800,#
*,type=PRMTBL_0000,$Monitor_Y_Battle,410,#
*,type=PRMTBL_0000,$Monitor_Center,320,#
*,type=PRMTBL_0000,$Monitor_Left,160,#
*,type=PRMTBL_0000,$Monitor_Right,480,#
*,type=PRMTBL_0000,$Monitor_Left_Triple,70,#
*,type=PRMTBL_0000,$Monitor_Right_Triple,570,#
*,type=PRMTBL_0000,$Monitor_Scale_Large,1.25,#
*,type=PRMTBL_0000,$Gustavframe_Y,570,#
*,type=PRMTBL_0000,$Gustavframe_X,320,#
*,type=PRMTBL_0000,$GNRTRS_Gustaf_X,320,#
*,type=PRMTBL_0000,$GNRTRS_Gustaf_Y,715,#
*,type=PRMTBL_0000,$GNRTRS_Zad_X,348,#
*,type=PRMTBL_0000,$GNRTRS_Zad_Y,660,#
*,type=PRMTBL_0000,$GNRTRS_Balagan_X,350,#
*,type=PRMTBL_0000,$GNRTRS_Balagan_Y,642,#
*,type=PRMTBL_0000,$GNRTRS_Lanford_X,300,#
*,type=PRMTBL_0000,$GNRTRS_Lanford_Y,650,#
*,type=PRMTBL_0000,$GNRTRS_Hilda_X,225,#
*,type=PRMTBL_0000,$GNRTRS_Hilda_Y,700,#
*,type=PRMTBL_0000,$GNRTRS_Renee_X,290,#
*,type=PRMTBL_0000,$GNRTRS_Renee_Y,675,#
*,type=PRMTBL_0000,$GNRTRS_Mehlfel_X,270,#
*,type=PRMTBL_0000,$GNRTRS_Mehlfel_Y,677,#
*,type=PRMTBL_0000,$GNRTRS_Shyer_X,298,#
*,type=PRMTBL_0000,$GNRTRS_Shyer_Y,690,#
*,type=PRMTBL_0000,$GNRTRS_Elhaza_X,325,#
*,type=PRMTBL_0000,$GNRTRS_Elhaza_Y,716,#
*,type=PRMTBL_0000,$NW_top,L$NOWINDOW&top,#
*,type=PRMTBL_0000,$NW_mid,L$NOWINDOW&mid,#
*,type=PRMTBL_0000,$NW_bot,L$NOWINDOW&bot,#
*,type=PRMTBL_0000,$NW_00001,L$NOWINDOW&00001_Center,#
*,type=PRMTBL_0000,$NW_00002,L$NOWINDOW&00002_Center,#
*,type=PRMTBL_0000,$NW_00003,L$NOWINDOW&00003_Center,#
*,type=PRMTBL_0000,$NW_00004,L$NOWINDOW&00004_Center,#
*,type=PRMTBL_0000,$NW_00005,L$NOWINDOW&00005_Center,#
*,type=PRMTBL_0000,$NW_00006,L$NOWINDOW&00006_Center,#
*,type=PRMTBL_0000,$NW_00007,L$NOWINDOW&00007_Center,#
*,type=PRMTBL_0000,$NW_00008,L$NOWINDOW&00008_Center,#
*,type=PRMTBL_0000,$NW_00009,L$NOWINDOW&00009_Center,#
*,type=PRMTBL_0000,$NW_00010,L$NOWINDOW&00010_Center,#
*,type=PRMTBL_0000,$NW_00011,L$NOWINDOW&00011_Center,#
*,type=PRMTBL_0000,$NW_00012,L$NOWINDOW&00012_Center,#
*,type=PRMTBL_0000,$NW_00013,L$NOWINDOW&00013_Center,#
*,type=PRMTBL_0000,$NW_00014,L$NOWINDOW&00014_Center,#
*,type=PRMTBL_0000,$NW_00015,L$NOWINDOW&00015_Center,#
*,type=PRMTBL_0000,$NW_00016,L$NOWINDOW&00016_Center,#
*,type=PRMTBL_0000,$NW_00017,L$NOWINDOW&00017_Center,#
*,type=PRMTBL_0000,$NW_00018,L$NOWINDOW&00018_Center,#
*,type=PRMTBL_0000,$NW_00019,L$NOWINDOW&00019_Center,#
*,type=PRMTBL_0000,$NW_00020,L$NOWINDOW&00020_Center,#
*,type=PRMTBL_0000,$NW_00021,L$NOWINDOW&00021_Center,#
*,type=PRMTBL_0000,$NW_00022,L$NOWINDOW&00022_Center,#
*,type=PRMTBL_0000,$NW_00023,L$NOWINDOW&00023_Center,#
*,type=PRMTBL_0000,$NW_00024,L$NOWINDOW&00024_Center,#
*,type=PRMTBL_0000,$NW_00025,L$NOWINDOW&00025_Center,#
*,type=PRMTBL_0000,$NW_00026,L$NOWINDOW&00026_Center,#
*,type=PRMTBL_0000,$NW_00027,L$NOWINDOW&00027_Center,#
*,type=PRMTBL_0000,$NW_00028,L$NOWINDOW&00028_Center,#
*,type=PRMTBL_0000,$NW_00029,L$NOWINDOW&00029_Center,#
*,type=PRMTBL_0000,$NW_00030,L$NOWINDOW&00030_Center,#
*,type=PRMTBL_0000,$NW2_top,L$NOWINDOW2&top,#
*,type=PRMTBL_0000,$NW2_mid,L$NOWINDOW2&mid,#
*,type=PRMTBL_0000,$NW2_bot,L$NOWINDOW2&bot,#
*,type=PRMTBL_0000,$NW2_00001,L$NOWINDOW2&00001_Center,#
*,type=PRMTBL_0000,$NW2_00002,L$NOWINDOW2&00002_Center,#
*,type=PRMTBL_0000,$NW2_00003,L$NOWINDOW2&00003_Center,#
*,type=PRMTBL_0000,$NW2_00004,L$NOWINDOW2&00004_Center,#
*,type=PRMTBL_0000,$NW2_00005,L$NOWINDOW2&00005_Center,#
*,type=PRMTBL_0000,$NW2_00006,L$NOWINDOW2&00006_Center,#
*,type=PRMTBL_0000,$NW2_00007,L$NOWINDOW2&00007_Center,#
*,type=PRMTBL_0000,$NW2_00008,L$NOWINDOW2&00008_Center,#
*,type=PRMTBL_0000,$NW2_00009,L$NOWINDOW2&00009_Center,#
*,type=PRMTBL_0000,$NW2_00010,L$NOWINDOW2&00010_Center,#
*,type=PRMTBL_0000,$NW2_00011,L$NOWINDOW2&00011_Center,#
*,type=PRMTBL_0000,$NW2_00012,L$NOWINDOW2&00012_Center,#
*,type=PRMTBL_0000,$NW2_00013,L$NOWINDOW2&00013_Center,#
*,type=PRMTBL_0000,$NW2_00014,L$NOWINDOW2&00014_Center,#
*,type=PRMTBL_0000,$NW2_00015,L$NOWINDOW2&00015_Center,#
*,type=PRMTBL_0000,$NW2_00016,L$NOWINDOW2&00016_Center,#
*,type=PRMTBL_0000,$NW2_00017,L$NOWINDOW2&00017_Center,#
*,type=PRMTBL_0000,$NW2_00018,L$NOWINDOW2&00018_Center,#
*,type=PRMTBL_0000,$NW2_00019,L$NOWINDOW2&00019_Center,#
*,type=PRMTBL_0000,$NW2_00020,L$NOWINDOW2&00020_Center,#
*,type=PRMTBL_0000,$NW2_00021,L$NOWINDOW2&00021_Center,#
*,type=PRMTBL_0000,$NW2_00022,L$NOWINDOW2&00022_Center,#
*,type=PRMTBL_0000,$NW2_00023,L$NOWINDOW2&00023_Center,#
*,type=PRMTBL_0000,$NW2_00024,L$NOWINDOW2&00024_Center,#
*,type=PRMTBL_0000,$NW2_00025,L$NOWINDOW2&00025_Center,#
*,type=PRMTBL_0000,$NW2_00026,L$NOWINDOW2&00026_Center,#
*,type=PRMTBL_0000,$NW2_00027,L$NOWINDOW2&00027_Center,#
*,type=PRMTBL_0000,$NW2_00028,L$NOWINDOW2&00028_Center,#
*,type=PRMTBL_0000,$NW2_00029,L$NOWINDOW2&00029_Center,#
*,type=PRMTBL_0000,$NW2_00030,L$NOWINDOW2&00030_Center,#
*,type=PRMTBL_0000,$Novel_B_top,L$NOVELB&top,#
*,type=PRMTBL_0000,$Novel_B_mid,L$NOVELB&mid,#
*,type=PRMTBL_0000,$Novel_B_bot,L$NOVELB&bot,#
*,type=PRMTBL_0000,$Novel_B_01,L$NOVELB&01_Right,#
*,type=PRMTBL_0000,$Novel_B_02,L$NOVELB&02_Right,#
*,type=PRMTBL_0000,$Novel_B_03,L$NOVELB&03_Right,#
*,type=PRMTBL_0000,$Novel_B_04,L$NOVELB&04_Right,#
*,type=PRMTBL_0000,$Novel_B_05,L$NOVELB&05_Right,#
*,type=PRMTBL_0000,$Novel_B_06,L$NOVELB&06_Right,#
*,type=PRMTBL_0000,$Novel_B_07,L$NOVELB&07_Right,#
*,type=PRMTBL_0000,$Novel_B_08,L$NOVELB&08_Right,#
*,type=PRMTBL_0000,$Novel_B_09,L$NOVELB&09_Right,#
*,type=PRMTBL_0000,$Novel_B_10,L$NOVELB&10_Right,#
*,type=PRMTBL_0000,$Novel_B_11,L$NOVELB&11_Right,#
*,type=PRMTBL_0000,$Novel_B_12,L$NOVELB&12_Right,#
*,type=PRMTBL_0000,$Novel_B_13,L$NOVELB&13_Right,#
*,type=PRMTBL_0000,$Novel_B_14,L$NOVELB&14_Right,#
*,type=PRMTBL_0000,$Novel_B_15,L$NOVELB&15_Right,#
*,type=PRMTBL_0000,$Novel_B_16,L$NOVELB&16_Right,#
*,type=PRMTBL_0000,$Novel_B_17,L$NOVELB&17_Right,#
*,type=PRMTBL_0000,$Novel_B_18,L$NOVELB&18_Right,#
*,type=PRMTBL_0000,$Novel_B_19,L$NOVELB&19_Right,#
*,type=PRMTBL_0000,$Novel_B_20,L$NOVELB&20_Right,#
*,type=PRMTBL_0000,$Novel_B_21,L$NOVELB&21_Right,#
*,type=PRMTBL_0000,$Novel_B_22,L$NOVELB&22_Right,#
*,type=PRMTBL_0000,$Novel_B_23,L$NOVELB&23_Right,#
*,type=PRMTBL_0000,$Novel_B_24,L$NOVELB&24_Right,#
*,type=PRMTBL_0000,$Novel_B_25,L$NOVELB&25_Right,#
*,type=PRMTBL_0000,$Novel_B_26,L$NOVELB&26_Right,#
*,type=PRMTBL_0000,$Novel_B_27,L$NOVELB&27_Right,#
*,type=PRMTBL_0000,$Novel_B_28,L$NOVELB&28_Right,#
*,type=PRMTBL_0000,$Novel_B_29,L$NOVELB&29_Right,#
*,type=PRMTBL_0000,$Novel_B_30,L$NOVELB&30_Right,#
*,type=PRMTBL_0000,$Novel_W_top,L$NOVELW&top,#
*,type=PRMTBL_0000,$Novel_W_mid,L$NOVELW&mid,#
*,type=PRMTBL_0000,$Novel_W_bot,L$NOVELW&bot,#
*,type=PRMTBL_0000,$Novel_W_01,L$NOVELW&01_Right,#
*,type=PRMTBL_0000,$Novel_W_02,L$NOVELW&02_Right,#
*,type=PRMTBL_0000,$Novel_W_03,L$NOVELW&03_Right,#
*,type=PRMTBL_0000,$Novel_W_04,L$NOVELW&04_Right,#
*,type=PRMTBL_0000,$Novel_W_05,L$NOVELW&05_Right,#
*,type=PRMTBL_0000,$Novel_W_06,L$NOVELW&06_Right,#
*,type=PRMTBL_0000,$Novel_W_07,L$NOVELW&07_Right,#
*,type=PRMTBL_0000,$Novel_W_08,L$NOVELW&08_Right,#
*,type=PRMTBL_0000,$Novel_W_09,L$NOVELW&09_Right,#
*,type=PRMTBL_0000,$Novel_W_10,L$NOVELW&10_Right,#
*,type=PRMTBL_0000,$Novel_W_11,L$NOVELW&11_Right,#
*,type=PRMTBL_0000,$Novel_W_12,L$NOVELW&12_Right,#
*,type=PRMTBL_0000,$Novel_W_13,L$NOVELW&13_Right,#
*,type=PRMTBL_0000,$Novel_W_14,L$NOVELW&14_Right,#
*,type=PRMTBL_0000,$Novel_W_15,L$NOVELW&15_Right,#
*,type=PRMTBL_0000,$Novel_W_16,L$NOVELW&16_Right,#
*,type=PRMTBL_0000,$Novel_W_17,L$NOVELW&17_Right,#
*,type=PRMTBL_0000,$Novel_W_18,L$NOVELW&18_Right,#
*,type=PRMTBL_0000,$Novel_W_19,L$NOVELW&19_Right,#
*,type=PRMTBL_0000,$Novel_W_20,L$NOVELW&20_Right,#
*,type=PRMTBL_0000,$Novel_W_21,L$NOVELW&21_Right,#
*,type=PRMTBL_0000,$Novel_W_22,L$NOVELW&22_Right,#
*,type=PRMTBL_0000,$Novel_W_23,L$NOVELW&23_Right,#
*,type=PRMTBL_0000,$Novel_W_24,L$NOVELW&24_Right,#
*,type=PRMTBL_0000,$Novel_W_25,L$NOVELW&25_Right,#
*,type=PRMTBL_0000,$Novel_W_26,L$NOVELW&26_Right,#
*,type=PRMTBL_0000,$Novel_W_27,L$NOVELW&27_Right,#
*,type=PRMTBL_0000,$Novel_W_28,L$NOVELW&28_Right,#
*,type=PRMTBL_0000,$Novel_W_29,L$NOVELW&29_Right,#
*,type=PRMTBL_0000,$Novel_W_30,L$NOVELW&30_Right,#
*,type=PRMTBL_0000,$Center20,L$BASIC&Center20,#
*,type=PRMTBL_0000,$Center18,L$BASIC&Center18,#
*,type=PRMTBL_0000,$Center16,L$BASIC&Center16,#
*,type=PRMTBL_0000,$Center14,L$BASIC&Center14,#
*,type=PRMTBL_0000,$Center12,L$BASIC&Center12,#
*,type=PRMTBL_0000,$Center10,L$BASIC&Center10,#
*,type=PRMTBL_0000,$Center8,L$BASIC&Center8,#
*,type=PRMTBL_0000,$Center6,L$BASIC&Center6,#
*,type=PRMTBL_0000,$Center4,L$BASIC&Center4,#
*,type=PRMTBL_0000,$Center2,L$BASIC&Center2,#
*,type=PRMTBL_0000,$Left20,L$BASIC&Left20,#
*,type=PRMTBL_0000,$Left18,L$BASIC&Left18,#
*,type=PRMTBL_0000,$Left16,L$BASIC&Left16,#
*,type=PRMTBL_0000,$Left14,L$BASIC&Left14,#
*,type=PRMTBL_0000,$Left12,L$BASIC&Left12,#
*,type=PRMTBL_0000,$Left10,L$BASIC&Left10,#
*,type=PRMTBL_0000,$Left8,L$BASIC&Left8,#
*,type=PRMTBL_0000,$Left6,L$BASIC&Left6,#
*,type=PRMTBL_0000,$Left4,L$BASIC&Left4,#
*,type=PRMTBL_0000,$Left2,L$BASIC&Left2,#
*,type=PRMTBL_0000,$Right20,L$BASIC&Right20,#
*,type=PRMTBL_0000,$Right18,L$BASIC&Right18,#
*,type=PRMTBL_0000,$Right16,L$BASIC&Right16,#
*,type=PRMTBL_0000,$Right14,L$BASIC&Right14,#
*,type=PRMTBL_0000,$Right12,L$BASIC&Right12,#
*,type=PRMTBL_0000,$Right10,L$BASIC&Right10,#
*,type=PRMTBL_0000,$Right8,L$BASIC&Right8,#
*,type=PRMTBL_0000,$Right6,L$BASIC&Right6,#
*,type=PRMTBL_0000,$Right4,L$BASIC&Right4,#
*,type=PRMTBL_0000,$Right2,L$BASIC&Right2,#
*,type=PRMTBL_0000,$Left20_FixedTriple,L$BASIC&Left_Triple20,#
*,type=PRMTBL_0000,$Left18_FixedTriple,L$BASIC&Left_Triple18,#
*,type=PRMTBL_0000,$Left16_FixedTriple,L$BASIC&Left_Triple16,#
*,type=PRMTBL_0000,$Left14_FixedTriple,L$BASIC&Left_Triple14,#
*,type=PRMTBL_0000,$Left12_FixedTriple,L$BASIC&Left_Triple12,#
*,type=PRMTBL_0000,$Left10_FixedTriple,L$BASIC&Left_Triple10,#
*,type=PRMTBL_0000,$Left8_FixedTriple,L$BASIC&Left_Triple8,#
*,type=PRMTBL_0000,$Left6_FixedTriple,L$BASIC&Left_Triple6,#
*,type=PRMTBL_0000,$Left4_FixedTriple,L$BASIC&Left_Triple4,#
*,type=PRMTBL_0000,$Left2_FixedTriple,L$BASIC&Left_Triple2,#
*,type=PRMTBL_0000,$Right20_FixedTriple,L$BASIC&Right_Triple20,#
*,type=PRMTBL_0000,$Right18_FixedTriple,L$BASIC&Right_Triple18,#
*,type=PRMTBL_0000,$Right16_FixedTriple,L$BASIC&Right_Triple16,#
*,type=PRMTBL_0000,$Right14_FixedTriple,L$BASIC&Right_Triple14,#
*,type=PRMTBL_0000,$Right12_FixedTriple,L$BASIC&Right_Triple12,#
*,type=PRMTBL_0000,$Right10_FixedTriple,L$BASIC&Right_Triple10,#
*,type=PRMTBL_0000,$Right8_FixedTriple,L$BASIC&Right_Triple8,#
*,type=PRMTBL_0000,$Right6_FixedTriple,L$BASIC&Right_Triple6,#
*,type=PRMTBL_0000,$Right4_FixedTriple,L$BASIC&Right_Triple4,#
*,type=PRMTBL_0000,$Right2_FixedTriple,L$BASIC&Right_Triple2,#
*,type=PRMTBL_0000,$Center20_under,L$SP&Center_under20,#
*,type=PRMTBL_0000,$Center18_under,L$SP&Center_under18,#
*,type=PRMTBL_0000,$Center16_under,L$SP&Center_under16,#
*,type=PRMTBL_0000,$Center14_under,L$SP&Center_under14,#
*,type=PRMTBL_0000,$Center12_under,L$SP&Center_under12,#
*,type=PRMTBL_0000,$Center10_under,L$SP&Center_under10,#
*,type=PRMTBL_0000,$Center8_under,L$SP&Center_under8,#
*,type=PRMTBL_0000,$Center6_under,L$SP&Center_under6,#
*,type=PRMTBL_0000,$Center4_under,L$SP&Center_under4,#
*,type=PRMTBL_0000,$Center2_under,L$SP&Center_under2,#
*,type=PRMTBL_0000,$Center20_under_LT,L$SP&Center_under_LT20,#
*,type=PRMTBL_0000,$Center18_under_LT,L$SP&Center_under_LT18,#
*,type=PRMTBL_0000,$Center16_under_LT,L$SP&Center_under_LT16,#
*,type=PRMTBL_0000,$Center14_under_LT,L$SP&Center_under_LT14,#
*,type=PRMTBL_0000,$Center12_under_LT,L$SP&Center_under_LT12,#
*,type=PRMTBL_0000,$Center10_under_LT,L$SP&Center_under_LT10,#
*,type=PRMTBL_0000,$Center8_under_LT,L$SP&Center_under_LT8,#
*,type=PRMTBL_0000,$Center6_under_LT,L$SP&Center_under_LT6,#
*,type=PRMTBL_0000,$Center4_under_LT,L$SP&Center_under_LT4,#
*,type=PRMTBL_0000,$Center2_under_LT,L$SP&Center_under_LT2,#
*,type=PRMTBL_0000,$Center20_under_RT,L$SP&Center_under_RT20,#
*,type=PRMTBL_0000,$Center18_under_RT,L$SP&Center_under_RT18,#
*,type=PRMTBL_0000,$Center16_under_RT,L$SP&Center_under_RT16,#
*,type=PRMTBL_0000,$Center14_under_RT,L$SP&Center_under_RT14,#
*,type=PRMTBL_0000,$Center12_under_RT,L$SP&Center_under_RT12,#
*,type=PRMTBL_0000,$Center10_under_RT,L$SP&Center_under_RT10,#
*,type=PRMTBL_0000,$Center8_under_RT,L$SP&Center_under_RT8,#
*,type=PRMTBL_0000,$Center6_under_RT,L$SP&Center_under_RT6,#
*,type=PRMTBL_0000,$Center4_under_RT,L$SP&Center_under_RT4,#
*,type=PRMTBL_0000,$Center2_under_RT,L$SP&Center_under_RT2,#
*,type=PRMTBL_0000,$Left20_under,L$SP&Left_under20,#
*,type=PRMTBL_0000,$Left18_under,L$SP&Left_under18,#
*,type=PRMTBL_0000,$Left16_under,L$SP&Left_under16,#
*,type=PRMTBL_0000,$Left14_under,L$SP&Left_under14,#
*,type=PRMTBL_0000,$Left12_under,L$SP&Left_under12,#
*,type=PRMTBL_0000,$Left10_under,L$SP&Left_under10,#
*,type=PRMTBL_0000,$Left8_under,L$SP&Left_under8,#
*,type=PRMTBL_0000,$Left6_under,L$SP&Left_under6,#
*,type=PRMTBL_0000,$Left4_under,L$SP&Left_under4,#
*,type=PRMTBL_0000,$Left2_under,L$SP&Left_under2,#
*,type=PRMTBL_0000,$Right20_under,L$SP&Right_under20,#
*,type=PRMTBL_0000,$Right18_under,L$SP&Right_under18,#
*,type=PRMTBL_0000,$Right16_under,L$SP&Right_under16,#
*,type=PRMTBL_0000,$Right14_under,L$SP&Right_under14,#
*,type=PRMTBL_0000,$Right12_under,L$SP&Right_under12,#
*,type=PRMTBL_0000,$Right10_under,L$SP&Right_under10,#
*,type=PRMTBL_0000,$Right8_under,L$SP&Right_under8,#
*,type=PRMTBL_0000,$Right6_under,L$SP&Right_under6,#
*,type=PRMTBL_0000,$Right4_under,L$SP&Right_under4,#
*,type=PRMTBL_0000,$Right2_under,L$SP&Right_under2,#
*,type=PRMTBL_0000,$Left20_Triple,L$SP&Left20,#
*,type=PRMTBL_0000,$Left18_Triple,L$SP&Left18,#
*,type=PRMTBL_0000,$Left16_Triple,L$SP&Left16,#
*,type=PRMTBL_0000,$Left14_Triple,L$SP&Left14,#
*,type=PRMTBL_0000,$Left12_Triple,L$SP&Left12,#
*,type=PRMTBL_0000,$Left10_Triple,L$SP&Left10,#
*,type=PRMTBL_0000,$Left8_Triple,L$SP&Left8,#
*,type=PRMTBL_0000,$Left6_Triple,L$SP&Left6,#
*,type=PRMTBL_0000,$Left4_Triple,L$SP&Left4,#
*,type=PRMTBL_0000,$Left2_Triple,L$SP&Left2,#
*,type=PRMTBL_0000,$Right20_Triple,L$SP&Right20,#
*,type=PRMTBL_0000,$Right18_Triple,L$SP&Right18,#
*,type=PRMTBL_0000,$Right16_Triple,L$SP&Right16,#
*,type=PRMTBL_0000,$Right14_Triple,L$SP&Right14,#
*,type=PRMTBL_0000,$Right12_Triple,L$SP&Right12,#
*,type=PRMTBL_0000,$Right10_Triple,L$SP&Right10,#
*,type=PRMTBL_0000,$Right8_Triple,L$SP&Right8,#
